buying_price,maintenance,doors,persons,lug_boot,safety,value
low,very_high,5,4,small,high,acceptable
low,very_high,5,4,medium,low,unacceptable
low,very_high,5,4,medium,medium,acceptable
low,very_high,5,4,medium,high,acceptable
low,very_high,5,4,big,low,unacceptable
low,very_high,5,4,big,medium,acceptable
low,very_high,5,4,big,high,acceptable
low,very_high,5,6,small,low,unacceptable
low,very_high,5,6,small,medium,unacceptable
low,very_high,5,6,small,high,acceptable
low,very_high,5,6,medium,low,unacceptable
low,very_high,5,6,medium,medium,acceptable
low,very_high,5,6,medium,high,acceptable
low,very_high,5,6,big,low,unacceptable
low,very_high,5,6,big,medium,acceptable
low,very_high,5,6,big,high,acceptable
low,high,2,2,small,low,unacceptable
low,high,2,2,small,medium,unacceptable
low,high,2,2,small,high,unacceptable
low,high,2,2,medium,low,unacceptable
low,high,2,2,medium,medium,unacceptable
low,high,2,2,medium,high,unacceptable
low,high,2,2,big,low,unacceptable
low,high,2,2,big,medium,unacceptable
low,high,2,2,big,high,unacceptable
low,high,2,4,small,low,unacceptable
low,high,2,4,small,medium,acceptable
low,high,2,4,small,high,acceptable
low,high,2,4,medium,low,unacceptable
low,high,2,4,medium,medium,acceptable
low,high,2,4,medium,high,acceptable
low,high,2,4,big,low,unacceptable
low,high,2,4,big,medium,acceptable
low,high,2,4,big,high,very_good
low,high,2,6,small,low,unacceptable
low,high,2,6,small,medium,unacceptable
low,high,2,6,small,high,unacceptable
low,high,2,6,medium,low,unacceptable
low,high,2,6,medium,medium,acceptable
low,high,2,6,medium,high,acceptable
low,high,2,6,big,low,unacceptable
low,high,2,6,big,medium,acceptable
low,high,2,6,big,high,very_good
low,high,3,2,small,low,unacceptable
low,high,3,2,small,medium,unacceptable
low,high,3,2,small,high,unacceptable
low,high,3,2,medium,low,unacceptable
low,high,3,2,medium,medium,unacceptable
low,high,3,2,medium,high,unacceptable
low,high,3,2,big,low,unacceptable
low,high,3,2,big,medium,unacceptable
low,high,3,2,big,high,unacceptable
low,high,3,4,small,low,unacceptable
low,high,3,4,small,medium,acceptable
low,high,3,4,small,high,acceptable
low,high,3,4,medium,low,unacceptable
low,high,3,4,medium,medium,acceptable
low,high,3,4,medium,high,acceptable
low,high,3,4,big,low,unacceptable
low,high,3,4,big,medium,acceptable
low,high,3,4,big,high,very_good
low,high,3,6,small,low,unacceptable
low,high,3,6,small,medium,acceptable
low,high,3,6,small,high,acceptable
low,high,3,6,medium,low,unacceptable
low,high,3,6,medium,medium,acceptable
low,high,3,6,medium,high,very_good
low,high,3,6,big,low,unacceptable
low,high,3,6,big,medium,acceptable
low,high,3,6,big,high,very_good
low,high,4,2,small,low,unacceptable
low,high,4,2,small,medium,unacceptable
low,high,4,2,small,high,unacceptable
low,high,4,2,medium,low,unacceptable
low,high,4,2,medium,medium,unacceptable
low,high,4,2,medium,high,unacceptable
low,high,4,2,big,low,unacceptable
low,high,4,2,big,medium,unacceptable
low,high,4,2,big,high,unacceptable
low,high,4,4,small,low,unacceptable
low,high,4,4,small,medium,acceptable
low,high,4,4,small,high,acceptable
low,high,4,4,medium,low,unacceptable
low,high,4,4,medium,medium,acceptable
low,high,4,4,medium,high,very_good
low,high,4,4,big,low,unacceptable
low,high,4,4,big,medium,acceptable
low,high,4,4,big,high,very_good
low,high,4,6,small,low,unacceptable
low,high,4,6,small,medium,acceptable
low,high,4,6,small,high,acceptable
low,high,4,6,medium,low,unacceptable
low,high,4,6,medium,medium,acceptable
low,high,4,6,medium,high,very_good
low,high,4,6,big,low,unacceptable
low,high,4,6,big,medium,acceptable
low,high,4,6,big,high,very_good
low,high,5,2,small,low,unacceptable
low,high,5,2,small,medium,unacceptable
low,high,5,2,small,high,unacceptable
low,high,5,2,medium,low,unacceptable
low,high,5,2,medium,medium,unacceptable
low,high,5,2,medium,high,unacceptable
low,high,5,2,big,low,unacceptable
low,high,5,2,big,medium,unacceptable
low,high,5,2,big,high,unacceptable
low,high,5,4,small,low,unacceptable
low,high,5,4,small,medium,acceptable
low,high,5,4,small,high,acceptable
low,high,5,4,medium,low,unacceptable
low,high,5,4,medium,medium,acceptable
low,high,5,4,medium,high,very_good
low,high,5,4,big,low,unacceptable
low,high,5,4,big,medium,acceptable
low,high,5,4,big,high,very_good
low,high,5,6,small,low,unacceptable
low,high,5,6,small,medium,acceptable
low,high,5,6,small,high,acceptable
low,high,5,6,medium,low,unacceptable
low,high,5,6,medium,medium,acceptable
low,high,5,6,medium,high,very_good
low,high,5,6,big,low,unacceptable
low,high,5,6,big,medium,acceptable
low,high,5,6,big,high,very_good
low,medium,2,2,small,low,unacceptable
low,medium,2,2,small,medium,unacceptable
low,medium,2,2,small,high,unacceptable
low,medium,2,2,medium,low,unacceptable
low,medium,2,2,medium,medium,unacceptable
low,medium,2,2,medium,high,unacceptable
low,medium,2,2,big,low,unacceptable
low,medium,2,2,big,medium,unacceptable
low,medium,2,2,big,high,unacceptable
low,medium,2,4,small,low,unacceptable
low,medium,2,4,small,medium,acceptable
low,medium,2,4,small,high,good
low,medium,2,4,medium,low,unacceptable
low,medium,2,4,medium,medium,acceptable
low,medium,2,4,medium,high,good
low,medium,2,4,big,low,unacceptable
low,medium,2,4,big,medium,good
low,medium,2,4,big,high,very_good
low,medium,2,6,small,low,unacceptable
low,medium,2,6,small,medium,unacceptable
low,medium,2,6,small,high,unacceptable
low,medium,2,6,medium,low,unacceptable
low,medium,2,6,medium,medium,acceptable
low,medium,2,6,medium,high,good
low,medium,2,6,big,low,unacceptable
low,medium,2,6,big,medium,good
low,medium,2,6,big,high,very_good
low,medium,3,2,small,low,unacceptable
low,medium,3,2,small,medium,unacceptable
low,medium,3,2,small,high,unacceptable
low,medium,3,2,medium,low,unacceptable
low,medium,3,2,medium,medium,unacceptable
low,medium,3,2,medium,high,unacceptable
low,medium,3,2,big,low,unacceptable
low,medium,3,2,big,medium,unacceptable
low,medium,3,2,big,high,unacceptable
low,medium,3,4,small,low,unacceptable
low,medium,3,4,small,medium,acceptable
low,medium,3,4,small,high,good
low,medium,3,4,medium,low,unacceptable
low,medium,3,4,medium,medium,acceptable
low,medium,3,4,medium,high,good
low,medium,3,4,big,low,unacceptable
low,medium,3,4,big,medium,good
low,medium,3,4,big,high,very_good
low,medium,3,6,small,low,unacceptable
low,medium,3,6,small,medium,acceptable
low,medium,3,6,small,high,good
low,medium,3,6,medium,low,unacceptable
low,medium,3,6,medium,medium,good
low,medium,3,6,medium,high,very_good
low,medium,3,6,big,low,unacceptable
low,medium,3,6,big,medium,good
low,medium,3,6,big,high,very_good
low,medium,4,2,small,low,unacceptable
low,medium,4,2,small,medium,unacceptable
low,medium,4,2,small,high,unacceptable
low,medium,4,2,medium,low,unacceptable
low,medium,4,2,medium,medium,unacceptable
low,medium,4,2,medium,high,unacceptable
low,medium,4,2,big,low,unacceptable
low,medium,4,2,big,medium,unacceptable
low,medium,4,2,big,high,unacceptable
low,medium,4,4,small,low,unacceptable
low,medium,4,4,small,medium,acceptable
low,medium,4,4,small,high,good
low,medium,4,4,medium,low,unacceptable
low,medium,4,4,medium,medium,good
low,medium,4,4,medium,high,very_good
low,medium,4,4,big,low,unacceptable
low,medium,4,4,big,medium,good
low,medium,4,4,big,high,very_good
low,medium,4,6,small,low,unacceptable
low,medium,4,6,small,medium,acceptable
low,medium,4,6,small,high,good
low,medium,4,6,medium,low,unacceptable
low,medium,4,6,medium,medium,good
low,medium,4,6,medium,high,very_good
low,medium,4,6,big,low,unacceptable
low,medium,4,6,big,medium,good
low,medium,4,6,big,high,very_good
low,medium,5,2,small,low,unacceptable
low,medium,5,2,small,medium,unacceptable
low,medium,5,2,small,high,unacceptable
low,medium,5,2,medium,low,unacceptable
low,medium,5,2,medium,medium,unacceptable
low,medium,5,2,medium,high,unacceptable
low,medium,5,2,big,low,unacceptable
low,medium,5,2,big,medium,unacceptable
low,medium,5,2,big,high,unacceptable
low,medium,5,4,small,low,unacceptable
low,medium,5,4,small,medium,acceptable
low,medium,5,4,small,high,good
low,medium,5,4,medium,low,unacceptable
low,medium,5,4,medium,medium,good
low,medium,5,4,medium,high,very_good
low,medium,5,4,big,low,unacceptable
low,medium,5,4,big,medium,good
low,medium,5,4,big,high,very_good
low,medium,5,6,small,low,unacceptable
low,medium,5,6,small,medium,acceptable
low,medium,5,6,small,high,good
low,medium,5,6,medium,low,unacceptable
low,medium,5,6,medium,medium,good
low,medium,5,6,medium,high,very_good
low,medium,5,6,big,low,unacceptable
low,medium,5,6,big,medium,good
low,medium,5,6,big,high,very_good
low,low,2,2,small,low,unacceptable
low,low,2,2,small,medium,unacceptable
low,low,2,2,small,high,unacceptable
low,low,2,2,medium,low,unacceptable
low,low,2,2,medium,medium,unacceptable
low,low,2,2,medium,high,unacceptable
low,low,2,2,big,low,unacceptable
low,low,2,2,big,medium,unacceptable
low,low,2,2,big,high,unacceptable
low,low,2,4,small,low,unacceptable
low,low,2,4,small,medium,acceptable
low,low,2,4,small,high,good
low,low,2,4,medium,low,unacceptable
low,low,2,4,medium,medium,acceptable
low,low,2,4,medium,high,good
low,low,2,4,big,low,unacceptable
low,low,2,4,big,medium,good
low,low,2,4,big,high,very_good
low,low,2,6,small,low,unacceptable
low,low,2,6,small,medium,unacceptable
low,low,2,6,small,high,unacceptable
low,low,2,6,medium,low,unacceptable
low,low,2,6,medium,medium,acceptable
low,low,2,6,medium,high,good
low,low,2,6,big,low,unacceptable
low,low,2,6,big,medium,good
low,low,2,6,big,high,very_good
low,low,3,2,small,low,unacceptable
low,low,3,2,small,medium,unacceptable
low,low,3,2,small,high,unacceptable
low,low,3,2,medium,low,unacceptable
low,low,3,2,medium,medium,unacceptable
low,low,3,2,medium,high,unacceptable
low,low,3,2,big,low,unacceptable
low,low,3,2,big,medium,unacceptable
low,low,3,2,big,high,unacceptable
low,low,3,4,small,low,unacceptable
low,low,3,4,small,medium,acceptable
low,low,3,4,small,high,good
low,low,3,4,medium,low,unacceptable
low,low,3,4,medium,medium,acceptable
low,low,3,4,medium,high,good
low,low,3,4,big,low,unacceptable
low,low,3,4,big,medium,good
low,low,3,4,big,high,very_good
low,low,3,6,small,low,unacceptable
low,low,3,6,small,medium,acceptable
low,low,3,6,small,high,good
low,low,3,6,medium,low,unacceptable
low,low,3,6,medium,medium,good
low,low,3,6,medium,high,very_good
low,low,3,6,big,low,unacceptable
low,low,3,6,big,medium,good
low,low,3,6,big,high,very_good
low,low,4,2,small,low,unacceptable
low,low,4,2,small,medium,unacceptable
low,low,4,2,small,high,unacceptable
low,low,4,2,medium,low,unacceptable
low,low,4,2,medium,medium,unacceptable
low,low,4,2,medium,high,unacceptable
low,low,4,2,big,low,unacceptable
low,low,4,2,big,medium,unacceptable
low,low,4,2,big,high,unacceptable
low,low,4,4,small,low,unacceptable
low,low,4,4,small,medium,acceptable
low,low,4,4,small,high,good
low,low,4,4,medium,low,unacceptable
low,low,4,4,medium,medium,good
low,low,4,4,medium,high,very_good
low,low,4,4,big,low,unacceptable
low,low,4,4,big,medium,good
low,low,4,4,big,high,very_good
low,low,4,6,small,low,unacceptable
low,low,4,6,small,medium,acceptable
low,low,4,6,small,high,good
low,low,4,6,medium,low,unacceptable
low,low,4,6,medium,medium,good
low,low,4,6,medium,high,very_good
low,low,4,6,big,low,unacceptable
low,low,4,6,big,medium,good
low,low,4,6,big,high,very_good
low,low,5,2,small,low,unacceptable
low,low,5,2,small,medium,unacceptable
low,low,5,2,small,high,unacceptable
low,low,5,2,medium,low,unacceptable
low,low,5,2,medium,medium,unacceptable
low,low,5,2,medium,high,unacceptable
low,low,5,2,big,low,unacceptable
low,low,5,2,big,medium,unacceptable
low,low,5,2,big,high,unacceptable
low,low,5,4,small,low,unacceptable
low,low,5,4,small,medium,acceptable
low,low,5,4,small,high,good
low,low,5,4,medium,low,unacceptable
low,low,5,4,medium,medium,good
low,low,5,4,medium,high,very_good
low,low,5,4,big,low,unacceptable
low,low,5,4,big,medium,good
low,low,5,4,big,high,very_good
low,low,5,6,small,low,unacceptable
low,low,5,6,small,medium,acceptable
low,low,5,6,small,high,good
low,low,5,6,medium,low,unacceptable
low,low,5,6,medium,medium,good
low,low,5,6,medium,high,very_good
low,low,5,6,big,low,unacceptable
low,low,5,6,big,medium,good
low,low,5,6,big,high,very_good
